fare_id,price,currency_type,payment_method,transfers
45-55,12.30,CAD,1,
54-45,15.75,CAD,1,
45-54,15.75,CAD,1,
53-45,17.30,CAD,1,
45-53,17.30,CAD,1,
52-45,18.40,CAD,1,
45-52,18.40,CAD,1,
51-45,19.45,CAD,1,
45-51,19.45,CAD,1,
50-45,9.70,CAD,1,
45-50,9.70,CAD,1,
49-45,38.50,CAD,1,
45-49,38.50,CAD,1,
48-45,33.75,CAD,1,
45-48,33.75,CAD,1,
47-45,31.00,CAD,1,
45-47,31.00,CAD,1,
46-45,4.40,CAD,1,
45-46,4.40,CAD,1,
45-45,4.40,CAD,1,
98-44,6.65,CAD,1,
44-98,6.65,CAD,1,
97-44,19.00,CAD,1,
44-97,19.00,CAD,1,
96-44,18.00,CAD,1,
44-96,18.00,CAD,1,
95-44,17.45,CAD,1,
44-95,17.45,CAD,1,
94-44,16.90,CAD,1,
44-94,16.90,CAD,1,
93-44,16.15,CAD,1,
44-93,16.15,CAD,1,
92-44,15.30,CAD,1,
44-92,15.30,CAD,1,
91-44,14.65,CAD,1,
44-91,14.65,CAD,1,
90-44,12.45,CAD,1,
44-90,12.45,CAD,1,
89-44,12.40,CAD,1,
44-89,12.40,CAD,1,
88-44,15.55,CAD,1,
44-88,15.55,CAD,1,
87-44,13.90,CAD,1,
44-87,13.90,CAD,1,
86-44,13.30,CAD,1,
44-86,13.30,CAD,1,
85-44,24.35,CAD,1,
44-85,24.35,CAD,1,
84-44,26.70,CAD,1,
44-84,26.70,CAD,1,
83-44,24.60,CAD,1,
44-83,24.60,CAD,1,
82-44,22.15,CAD,1,
44-82,22.15,CAD,1,
81-44,21.35,CAD,1,
44-81,21.35,CAD,1,
80-44,20.05,CAD,1,
44-80,20.05,CAD,1,
79-44,12.30,CAD,1,
44-79,12.30,CAD,1,
78-44,7.15,CAD,1,
44-78,7.15,CAD,1,
77-44,11.10,CAD,1,
44-77,11.10,CAD,1,
76-44,19.50,CAD,1,
44-76,19.50,CAD,1,
75-44,18.80,CAD,1,
44-75,18.80,CAD,1,
74-44,17.75,CAD,1,
44-74,17.75,CAD,1,
73-44,16.85,CAD,1,
44-73,16.85,CAD,1,
72-44,16.30,CAD,1,
44-72,16.30,CAD,1,
71-44,16.15,CAD,1,
44-71,16.15,CAD,1,
70-44,15.85,CAD,1,
44-70,15.85,CAD,1,
69-44,10.85,CAD,1,
44-69,10.85,CAD,1,
68-44,9.70,CAD,1,
44-68,9.70,CAD,1,
67-44,8.75,CAD,1,
44-67,8.75,CAD,1,
66-44,7.15,CAD,1,
44-66,7.15,CAD,1,
65-44,4.40,CAD,1,
44-65,4.40,CAD,1,
64-44,4.40,CAD,1,
44-64,4.40,CAD,1,
63-44,4.40,CAD,1,
44-63,4.40,CAD,1,
62-44,7.35,CAD,1,
44-62,7.35,CAD,1,
61-44,9.00,CAD,1,
44-61,9.00,CAD,1,
60-44,9.10,CAD,1,
44-60,9.10,CAD,1,
59-44,12.30,CAD,1,
44-59,12.30,CAD,1,
58-44,17.00,CAD,1,
44-58,17.00,CAD,1,
56-44,15.55,CAD,1,
44-56,15.55,CAD,1,
55-44,12.60,CAD,1,
44-55,12.60,CAD,1,
54-44,21.25,CAD,1,
44-54,21.25,CAD,1,
53-44,20.00,CAD,1,
44-53,20.00,CAD,1,
52-44,18.45,CAD,1,
44-52,18.45,CAD,1,
51-44,17.35,CAD,1,
44-51,17.35,CAD,1,
50-44,9.00,CAD,1,
44-50,9.00,CAD,1,
49-44,37.25,CAD,1,
44-49,37.25,CAD,1,
48-44,32.70,CAD,1,
44-48,32.70,CAD,1,
47-44,29.90,CAD,1,
44-47,29.90,CAD,1,
46-44,7.70,CAD,1,
44-46,7.70,CAD,1,
45-44,4.40,CAD,1,
44-45,4.40,CAD,1,
44-44,4.40,CAD,1,
98-43,17.85,CAD,1,
43-98,17.85,CAD,1,
97-43,22.60,CAD,1,
43-97,22.60,CAD,1,
96-43,21.75,CAD,1,
43-96,21.75,CAD,1,
95-43,21.20,CAD,1,
43-95,21.20,CAD,1,
94-43,20.60,CAD,1,
43-94,20.60,CAD,1,
93-43,19.85,CAD,1,
43-93,19.85,CAD,1,
92-43,19.00,CAD,1,
43-92,19.00,CAD,1,
91-43,18.40,CAD,1,
43-91,18.40,CAD,1,
90-43,16.55,CAD,1,
43-90,16.55,CAD,1,
89-43,16.50,CAD,1,
43-89,16.50,CAD,1,
88-43,19.65,CAD,1,
43-88,19.65,CAD,1,
87-43,18.15,CAD,1,
43-87,18.15,CAD,1,
86-43,17.40,CAD,1,
43-86,17.40,CAD,1,
85-43,26.90,CAD,1,
43-85,26.90,CAD,1,
84-43,29.20,CAD,1,
43-84,29.20,CAD,1,
83-43,26.95,CAD,1,
43-83,26.95,CAD,1,
82-43,24.50,CAD,1,
43-82,24.50,CAD,1,
81-43,23.80,CAD,1,
43-81,23.80,CAD,1,
80-43,22.55,CAD,1,
43-80,22.55,CAD,1,
79-43,12.80,CAD,1,
43-79,12.80,CAD,1,
78-43,17.50,CAD,1,
43-78,17.50,CAD,1,
77-43,14.65,CAD,1,
43-77,14.65,CAD,1,
76-43,21.85,CAD,1,
43-76,21.85,CAD,1,
75-43,21.20,CAD,1,
43-75,21.20,CAD,1,
74-43,20.20,CAD,1,
43-74,20.20,CAD,1,
73-43,19.20,CAD,1,
43-73,19.20,CAD,1,
72-43,18.65,CAD,1,
43-72,18.65,CAD,1,
71-43,18.50,CAD,1,
43-71,18.50,CAD,1,
70-43,18.30,CAD,1,
43-70,18.30,CAD,1,
69-43,23.45,CAD,1,
43-69,23.45,CAD,1,
68-43,22.85,CAD,1,
43-68,22.85,CAD,1,
67-43,22.00,CAD,1,
43-67,22.00,CAD,1,
66-43,21.25,CAD,1,
43-66,21.25,CAD,1,
65-43,19.95,CAD,1,
43-65,19.95,CAD,1,
64-43,18.75,CAD,1,
43-64,18.75,CAD,1,
63-43,18.25,CAD,1,
43-63,18.25,CAD,1,
62-43,17.50,CAD,1,
43-62,17.50,CAD,1,
61-43,16.60,CAD,1,
43-61,16.60,CAD,1,
60-43,16.60,CAD,1,
43-60,16.60,CAD,1,
59-43,12.80,CAD,1,
43-59,12.80,CAD,1,
58-43,16.15,CAD,1,
43-58,16.15,CAD,1,
56-43,14.65,CAD,1,
43-56,14.65,CAD,1,
55-43,26.10,CAD,1,
43-55,26.10,CAD,1,
54-43,24.80,CAD,1,
43-54,24.80,CAD,1,
53-43,23.55,CAD,1,
43-53,23.55,CAD,1,
52-43,22.05,CAD,1,
43-52,22.05,CAD,1,
51-43,20.95,CAD,1,
43-51,20.95,CAD,1,
50-43,16.60,CAD,1,
43-50,16.60,CAD,1,
49-43,32.00,CAD,1,
43-49,32.00,CAD,1,
48-43,27.20,CAD,1,
43-48,27.20,CAD,1,
47-43,24.50,CAD,1,
43-47,24.50,CAD,1,
46-43,21.25,CAD,1,
43-46,21.25,CAD,1,
45-43,19.95,CAD,1,
43-45,19.95,CAD,1,
44-43,19.00,CAD,1,
43-44,19.00,CAD,1,
43-43,4.40,CAD,1,
98-42,17.50,CAD,1,
42-98,17.50,CAD,1,
97-42,22.10,CAD,1,
42-97,22.10,CAD,1,
96-42,21.20,CAD,1,
42-96,21.20,CAD,1,
95-42,20.60,CAD,1,
42-95,20.60,CAD,1,
94-42,20.10,CAD,1,
42-94,20.10,CAD,1,
93-42,19.25,CAD,1,
42-93,19.25,CAD,1,
92-42,18.50,CAD,1,
42-92,18.50,CAD,1,
91-42,17.75,CAD,1,
42-91,17.75,CAD,1,
90-42,16.10,CAD,1,
42-90,16.10,CAD,1,
89-42,16.05,CAD,1,
42-89,16.05,CAD,1,
88-42,19.10,CAD,1,
42-88,19.10,CAD,1,
87-42,17.55,CAD,1,
42-87,17.55,CAD,1,
86-42,16.85,CAD,1,
42-86,16.85,CAD,1,
85-42,26.40,CAD,1,
42-85,26.40,CAD,1,
84-42,28.60,CAD,1,
42-84,28.60,CAD,1,
83-42,26.45,CAD,1,
42-83,26.45,CAD,1,
82-42,24.05,CAD,1,
42-82,24.05,CAD,1,
81-42,23.20,CAD,1,
42-81,23.20,CAD,1,
80-42,22.10,CAD,1,
42-80,22.10,CAD,1,
79-42,12.35,CAD,1,
42-79,12.35,CAD,1,
78-42,17.00,CAD,1,
42-78,17.00,CAD,1,
77-42,14.20,CAD,1,
42-77,14.20,CAD,1,
76-42,21.35,CAD,1,
42-76,21.35,CAD,1,
75-42,20.70,CAD,1,
42-75,20.70,CAD,1,
74-42,19.65,CAD,1,
42-74,19.65,CAD,1,
73-42,18.70,CAD,1,
42-73,18.70,CAD,1,
72-42,18.20,CAD,1,
42-72,18.20,CAD,1,
71-42,18.00,CAD,1,
42-71,18.00,CAD,1,
70-42,17.70,CAD,1,
42-70,17.70,CAD,1,
69-42,22.85,CAD,1,
42-69,22.85,CAD,1,
68-42,22.35,CAD,1,
42-68,22.35,CAD,1,
67-42,21.35,CAD,1,
42-67,21.35,CAD,1,
66-42,20.70,CAD,1,
42-66,20.70,CAD,1,
65-42,19.30,CAD,1,
42-65,19.30,CAD,1,
64-42,18.25,CAD,1,
42-64,18.25,CAD,1,
63-42,17.60,CAD,1,
42-63,17.60,CAD,1,
62-42,17.00,CAD,1,
42-62,17.00,CAD,1,
61-42,16.10,CAD,1,
42-61,16.10,CAD,1,
60-42,16.10,CAD,1,
42-60,16.10,CAD,1,
59-42,12.35,CAD,1,
42-59,12.35,CAD,1,
58-42,15.55,CAD,1,
42-58,15.55,CAD,1,
56-42,14.20,CAD,1,
42-56,14.20,CAD,1,
55-42,25.50,CAD,1,
42-55,25.50,CAD,1,
54-42,24.25,CAD,1,
42-54,24.25,CAD,1,
53-42,22.95,CAD,1,
42-53,22.95,CAD,1,
52-42,21.40,CAD,1,
42-52,21.40,CAD,1,
51-42,20.35,CAD,1,
42-51,20.35,CAD,1,
50-42,16.10,CAD,1,
42-50,16.10,CAD,1,
49-42,31.50,CAD,1,
42-49,31.50,CAD,1,
48-42,27.10,CAD,1,
42-48,27.10,CAD,1,
47-42,24.25,CAD,1,
42-47,24.25,CAD,1,
46-42,20.70,CAD,1,
42-46,20.70,CAD,1,
45-42,19.30,CAD,1,
42-45,19.30,CAD,1,
44-42,18.50,CAD,1,
42-44,18.50,CAD,1,
43-42,6.10,CAD,1,
42-43,6.10,CAD,1,
42-42,4.40,CAD,1,
98-41,16.05,CAD,1,
41-98,16.05,CAD,1,
97-41,20.60,CAD,1,
41-97,20.60,CAD,1,
96-41,19.80,CAD,1,
41-96,19.80,CAD,1,
95-41,19.20,CAD,1,
41-95,19.20,CAD,1,
94-41,18.65,CAD,1,
41-94,18.65,CAD,1,
93-41,17.85,CAD,1,
41-93,17.85,CAD,1,
92-41,17.10,CAD,1,
41-92,17.10,CAD,1,
91-41,16.40,CAD,1,
41-91,16.40,CAD,1,
90-41,14.65,CAD,1,
41-90,14.65,CAD,1,
89-41,14.60,CAD,1,
41-89,14.60,CAD,1,
88-41,17.70,CAD,1,
41-88,17.70,CAD,1,
87-41,16.20,CAD,1,
41-87,16.20,CAD,1,
86-41,15.50,CAD,1,
41-86,15.50,CAD,1,
85-41,25.00,CAD,1,
41-85,25.00,CAD,1,
84-41,27.25,CAD,1,
41-84,27.25,CAD,1,
83-41,25.10,CAD,1,
41-83,25.10,CAD,1,
82-41,22.60,CAD,1,
41-82,22.60,CAD,1,
81-41,21.85,CAD,1,
41-81,21.85,CAD,1,
80-41,20.60,CAD,1,
41-80,20.60,CAD,1,
79-41,10.90,CAD,1,
41-79,10.90,CAD,1,
78-41,15.55,CAD,1,
41-78,15.55,CAD,1,
77-41,12.70,CAD,1,
41-77,12.70,CAD,1,
76-41,20.00,CAD,1,
41-76,20.00,CAD,1,
75-41,19.25,CAD,1,
41-75,19.25,CAD,1,
74-41,18.30,CAD,1,
41-74,18.30,CAD,1,
73-41,17.30,CAD,1,
41-73,17.30,CAD,1,
72-41,16.70,CAD,1,
41-72,16.70,CAD,1,
71-41,16.55,CAD,1,
41-71,16.55,CAD,1,
70-41,16.35,CAD,1,
41-70,16.35,CAD,1,
69-41,21.45,CAD,1,
41-69,21.45,CAD,1,
68-41,20.95,CAD,1,
41-68,20.95,CAD,1,
67-41,20.00,CAD,1,
41-67,20.00,CAD,1,
66-41,19.25,CAD,1,
41-66,19.25,CAD,1,
65-41,17.95,CAD,1,
41-65,17.95,CAD,1,
64-41,16.80,CAD,1,
41-64,16.80,CAD,1,
63-41,16.25,CAD,1,
41-63,16.25,CAD,1,
62-41,15.55,CAD,1,
41-62,15.55,CAD,1,
61-41,14.65,CAD,1,
41-61,14.65,CAD,1,
60-41,14.65,CAD,1,
41-60,14.65,CAD,1,
59-41,10.90,CAD,1,
41-59,10.90,CAD,1,
58-41,14.25,CAD,1,
41-58,14.25,CAD,1,
56-41,12.70,CAD,1,
41-56,12.70,CAD,1,
55-41,24.10,CAD,1,
41-55,24.10,CAD,1,
54-41,22.80,CAD,1,
41-54,22.80,CAD,1,
53-41,21.50,CAD,1,
41-53,21.50,CAD,1,
52-41,20.05,CAD,1,
41-52,20.05,CAD,1,
51-41,18.95,CAD,1,
41-51,18.95,CAD,1,
50-41,14.65,CAD,1,
41-50,14.65,CAD,1,
49-41,31.00,CAD,1,
41-49,31.00,CAD,1,
48-41,27.00,CAD,1,
41-48,27.00,CAD,1,
47-41,24.00,CAD,1,
41-47,24.00,CAD,1,
46-41,19.25,CAD,1,
41-46,19.25,CAD,1,
45-41,17.95,CAD,1,
41-45,17.95,CAD,1,
44-41,17.10,CAD,1,
41-44,17.10,CAD,1,
43-41,8.05,CAD,1,
41-43,8.05,CAD,1,
42-41,4.90,CAD,1,
41-42,4.90,CAD,1,
41-41,4.40,CAD,1,
98-40,14.75,CAD,1,
40-98,14.75,CAD,1,
97-40,18.55,CAD,1,
40-97,18.55,CAD,1,
96-40,17.50,CAD,1,
40-96,17.50,CAD,1,
95-40,17.00,CAD,1,
40-95,17.00,CAD,1,
94-40,16.40,CAD,1,
40-94,16.40,CAD,1,
93-40,15.60,CAD,1,
40-93,15.60,CAD,1,
92-40,14.80,CAD,1,
40-92,14.80,CAD,1,
91-40,14.10,CAD,1,
40-91,14.10,CAD,1,
90-40,13.25,CAD,1,
40-90,13.25,CAD,1,
89-40,13.20,CAD,1,
40-89,13.20,CAD,1,
88-40,16.30,CAD,1,
40-88,16.30,CAD,1,
87-40,14.75,CAD,1,
40-87,14.75,CAD,1,
86-40,16.30,CAD,1,
40-86,16.30,CAD,1,
85-40,14.85,CAD,1,
40-85,14.85,CAD,1,
84-40,18.40,CAD,1,
40-84,18.40,CAD,1,
83-40,16.25,CAD,1,
40-83,16.25,CAD,1,
82-40,13.90,CAD,1,
40-82,13.90,CAD,1,
81-40,13.05,CAD,1,
40-81,13.05,CAD,1,
80-40,10.85,CAD,1,
40-80,10.85,CAD,1,
79-40,5.30,CAD,1,
40-79,5.30,CAD,1,
78-40,14.25,CAD,1,
40-78,14.25,CAD,1,
77-40,11.30,CAD,1,
40-77,11.30,CAD,1,
76-40,17.45,CAD,1,
40-76,17.45,CAD,1,
75-40,16.80,CAD,1,
40-75,16.80,CAD,1,
74-40,15.75,CAD,1,
40-74,15.75,CAD,1,
73-40,14.80,CAD,1,
40-73,14.80,CAD,1,
72-40,14.30,CAD,1,
40-72,14.30,CAD,1,
71-40,14.10,CAD,1,
40-71,14.10,CAD,1,
70-40,13.80,CAD,1,
40-70,13.80,CAD,1,
69-40,20.20,CAD,1,
40-69,20.20,CAD,1,
68-40,19.60,CAD,1,
40-68,19.60,CAD,1,
67-40,18.65,CAD,1,
40-67,18.65,CAD,1,
66-40,18.00,CAD,1,
40-66,18.00,CAD,1,
65-40,16.60,CAD,1,
40-65,16.60,CAD,1,
64-40,15.50,CAD,1,
40-64,15.50,CAD,1,
63-40,14.95,CAD,1,
40-63,14.95,CAD,1,
62-40,14.25,CAD,1,
40-62,14.25,CAD,1,
61-40,13.40,CAD,1,
40-61,13.40,CAD,1,
60-40,13.30,CAD,1,
40-60,13.30,CAD,1,
59-40,5.30,CAD,1,
40-59,5.30,CAD,1,
58-40,14.95,CAD,1,
40-58,14.95,CAD,1,
56-40,13.50,CAD,1,
40-56,13.50,CAD,1,
55-40,22.05,CAD,1,
40-55,22.05,CAD,1,
54-40,20.70,CAD,1,
40-54,20.70,CAD,1,
53-40,19.45,CAD,1,
40-53,19.45,CAD,1,
52-40,17.95,CAD,1,
40-52,17.95,CAD,1,
51-40,16.85,CAD,1,
40-51,16.85,CAD,1,
50-40,13.40,CAD,1,
40-50,13.40,CAD,1,
49-40,28.50,CAD,1,
40-49,28.50,CAD,1,
48-40,24.25,CAD,1,
40-48,24.25,CAD,1,
47-40,22.00,CAD,1,
40-47,22.00,CAD,1,
46-40,18.00,CAD,1,
40-46,18.00,CAD,1,
45-40,16.60,CAD,1,
40-45,16.60,CAD,1,
44-40,15.75,CAD,1,
40-44,15.75,CAD,1,
43-40,18.35,CAD,1,
40-43,18.35,CAD,1,
42-40,17.75,CAD,1,
40-42,17.75,CAD,1,
41-40,16.40,CAD,1,
40-41,16.40,CAD,1,
40-40,4.40,CAD,1,
98-39,20.05,CAD,1,
39-98,20.05,CAD,1,
97-39,24.85,CAD,1,
39-97,24.85,CAD,1,
96-39,23.85,CAD,1,
39-96,23.85,CAD,1,
95-39,23.30,CAD,1,
39-95,23.30,CAD,1,
94-39,22.70,CAD,1,
39-94,22.70,CAD,1,
93-39,22.00,CAD,1,
39-93,22.00,CAD,1,
92-39,21.15,CAD,1,
39-92,21.15,CAD,1,
91-39,20.45,CAD,1,
39-91,20.45,CAD,1,
90-39,18.85,CAD,1,
39-90,18.85,CAD,1,
89-39,18.80,CAD,1,
39-89,18.80,CAD,1,
88-39,22.00,CAD,1,
39-88,22.00,CAD,1,
87-39,20.40,CAD,1,
39-87,20.40,CAD,1,
86-39,19.65,CAD,1,
39-86,19.65,CAD,1,
85-39,29.00,CAD,1,
39-85,29.00,CAD,1,
84-39,31.45,CAD,1,
39-84,31.45,CAD,1,
83-39,29.30,CAD,1,
39-83,29.30,CAD,1,
82-39,26.80,CAD,1,
39-82,26.80,CAD,1,
81-39,26.10,CAD,1,
39-81,26.10,CAD,1,
80-39,24.70,CAD,1,
39-80,24.70,CAD,1,
79-39,16.15,CAD,1,
39-79,16.15,CAD,1,
78-39,19.60,CAD,1,
39-78,19.60,CAD,1,
77-39,17.00,CAD,1,
39-77,17.00,CAD,1,
76-39,24.20,CAD,1,
39-76,24.20,CAD,1,
75-39,23.55,CAD,1,
39-75,23.55,CAD,1,
74-39,22.50,CAD,1,
39-74,22.50,CAD,1,
73-39,21.50,CAD,1,
39-73,21.50,CAD,1,
72-39,21.00,CAD,1,
39-72,21.00,CAD,1,
71-39,20.80,CAD,1,
39-71,20.80,CAD,1,
70-39,20.55,CAD,1,
39-70,20.55,CAD,1,
69-39,25.55,CAD,1,
39-69,25.55,CAD,1,
68-39,24.95,CAD,1,
39-68,24.95,CAD,1,
67-39,24.05,CAD,1,
39-67,24.05,CAD,1,
66-39,23.35,CAD,1,
39-66,23.35,CAD,1,
65-39,22.05,CAD,1,
39-65,22.05,CAD,1,
64-39,20.85,CAD,1,
39-64,20.85,CAD,1,
63-39,20.30,CAD,1,
39-63,20.30,CAD,1,
62-39,19.60,CAD,1,
39-62,19.60,CAD,1,
61-39,18.70,CAD,1,
39-61,18.70,CAD,1,
60-39,18.65,CAD,1,
39-60,18.65,CAD,1,
59-39,16.15,CAD,1,
39-59,16.15,CAD,1,
58-39,21.70,CAD,1,
39-58,21.70,CAD,1,
56-39,20.25,CAD,1,
39-56,20.25,CAD,1,
55-39,28.30,CAD,1,
39-55,28.30,CAD,1,
54-39,27.05,CAD,1,
39-54,27.05,CAD,1,
53-39,25.75,CAD,1,
39-53,25.75,CAD,1,
52-39,24.25,CAD,1,
39-52,24.25,CAD,1,
51-39,23.10,CAD,1,
39-51,23.10,CAD,1,
50-39,18.70,CAD,1,
39-50,18.70,CAD,1,
49-39,21.00,CAD,1,
39-49,21.00,CAD,1,
48-39,19.00,CAD,1,
39-48,19.00,CAD,1,
47-39,16.00,CAD,1,
39-47,16.00,CAD,1,
46-39,23.35,CAD,1,
39-46,23.35,CAD,1,
45-39,22.05,CAD,1,
39-45,22.05,CAD,1,
44-39,21.15,CAD,1,
39-44,21.15,CAD,1,
43-39,14.95,CAD,1,
39-43,14.95,CAD,1,
42-39,14.45,CAD,1,
39-42,14.45,CAD,1,
41-39,13.05,CAD,1,
39-41,13.05,CAD,1,
40-39,12.30,CAD,1,
39-40,12.30,CAD,1,
39-39,4.40,CAD,1,
98-38,19.35,CAD,1,
38-98,19.35,CAD,1,
97-38,24.15,CAD,1,
38-97,24.15,CAD,1,
96-38,23.05,CAD,1,
38-96,23.05,CAD,1,
95-38,22.55,CAD,1,
38-95,22.55,CAD,1,
94-38,22.05,CAD,1,
38-94,22.05,CAD,1,
93-38,21.20,CAD,1,
38-93,21.20,CAD,1,
92-38,20.40,CAD,1,
38-92,20.40,CAD,1,
91-38,19.75,CAD,1,
38-91,19.75,CAD,1,
90-38,18.15,CAD,1,
38-90,18.15,CAD,1,
89-38,18.15,CAD,1,
38-89,18.15,CAD,1,
88-38,21.20,CAD,1,
38-88,21.20,CAD,1,
87-38,19.60,CAD,1,
38-87,19.60,CAD,1,
86-38,18.95,CAD,1,
38-86,18.95,CAD,1,
85-38,28.25,CAD,1,
38-85,28.25,CAD,1,
84-38,30.65,CAD,1,
38-84,30.65,CAD,1,
83-38,28.55,CAD,1,
38-83,28.55,CAD,1,
82-38,26.10,CAD,1,
38-82,26.10,CAD,1,
81-38,25.30,CAD,1,
38-81,25.30,CAD,1,
80-38,23.90,CAD,1,
38-80,23.90,CAD,1,
79-38,18.00,CAD,1,
38-79,18.00,CAD,1,
78-38,18.85,CAD,1,
38-78,18.85,CAD,1,
77-38,16.20,CAD,1,
38-77,16.20,CAD,1,
76-38,23.40,CAD,1,
38-76,23.40,CAD,1,
75-38,22.70,CAD,1,
38-75,22.70,CAD,1,
74-38,21.70,CAD,1,
38-74,21.70,CAD,1,
73-38,20.75,CAD,1,
38-73,20.75,CAD,1,
72-38,20.20,CAD,1,
38-72,20.20,CAD,1,
71-38,20.05,CAD,1,
38-71,20.05,CAD,1,
70-38,19.80,CAD,1,
38-70,19.80,CAD,1,
69-38,24.80,CAD,1,
38-69,24.80,CAD,1,
68-38,24.25,CAD,1,
38-68,24.25,CAD,1,
67-38,23.30,CAD,1,
38-67,23.30,CAD,1,
66-38,22.60,CAD,1,
38-66,22.60,CAD,1,
65-38,21.25,CAD,1,
38-65,21.25,CAD,1,
64-38,20.15,CAD,1,
38-64,20.15,CAD,1,
63-38,19.55,CAD,1,
38-63,19.55,CAD,1,
62-38,18.85,CAD,1,
38-62,18.85,CAD,1,
61-38,18.00,CAD,1,
38-61,18.00,CAD,1,
60-38,17.95,CAD,1,
38-60,17.95,CAD,1,
59-38,18.00,CAD,1,
38-59,18.00,CAD,1,
58-38,20.95,CAD,1,
38-58,20.95,CAD,1,
56-38,19.45,CAD,1,
38-56,19.45,CAD,1,
55-38,27.60,CAD,1,
38-55,27.60,CAD,1,
54-38,26.35,CAD,1,
38-54,26.35,CAD,1,
53-38,25.05,CAD,1,
38-53,25.05,CAD,1,
52-38,23.55,CAD,1,
38-52,23.55,CAD,1,
51-38,22.45,CAD,1,
38-51,22.45,CAD,1,
50-38,18.00,CAD,1,
38-50,18.00,CAD,1,
49-38,23.50,CAD,1,
38-49,23.50,CAD,1,
48-38,20.25,CAD,1,
38-48,20.25,CAD,1,
47-38,17.25,CAD,1,
38-47,17.25,CAD,1,
46-38,22.60,CAD,1,
38-46,22.60,CAD,1,
45-38,21.25,CAD,1,
38-45,21.25,CAD,1,
44-38,20.40,CAD,1,
38-44,20.40,CAD,1,
43-38,14.25,CAD,1,
38-43,14.25,CAD,1,
42-38,13.60,CAD,1,
38-42,13.60,CAD,1,
41-38,12.30,CAD,1,
38-41,12.30,CAD,1,
40-38,19.65,CAD,1,
38-40,19.65,CAD,1,
39-38,5.65,CAD,1,
38-39,5.65,CAD,1,
38-38,4.40,CAD,1,
98-37,18.55,CAD,1,
37-98,18.55,CAD,1,
97-37,22.95,CAD,1,
37-97,22.95,CAD,1,
96-37,22.00,CAD,1,
37-96,22.00,CAD,1,
95-37,21.35,CAD,1,
37-95,21.35,CAD,1,
94-37,20.80,CAD,1,
37-94,20.80,CAD,1,
93-37,20.05,CAD,1,
37-93,20.05,CAD,1,
92-37,19.20,CAD,1,
37-92,19.20,CAD,1,
91-37,18.55,CAD,1,
37-91,18.55,CAD,1,
90-37,17.00,CAD,1,
37-90,17.00,CAD,1,
89-37,16.90,CAD,1,
37-89,16.90,CAD,1,
88-37,20.05,CAD,1,
37-88,20.05,CAD,1,
87-37,18.50,CAD,1,
37-87,18.50,CAD,1,
86-37,17.70,CAD,1,
37-86,17.70,CAD,1,
85-37,27.10,CAD,1,
37-85,27.10,CAD,1,
84-37,29.50,CAD,1,
37-84,29.50,CAD,1,
83-37,27.40,CAD,1,
37-83,27.40,CAD,1,
82-37,24.90,CAD,1,
37-82,24.90,CAD,1,
81-37,24.15,CAD,1,
37-81,24.15,CAD,1,
80-37,22.75,CAD,1,
37-80,22.75,CAD,1,
79-37,16.90,CAD,1,
37-79,16.90,CAD,1,
78-37,17.65,CAD,1,
37-78,17.65,CAD,1,
77-37,15.05,CAD,1,
37-77,15.05,CAD,1,
76-37,22.30,CAD,1,
37-76,22.30,CAD,1,
75-37,21.55,CAD,1,
37-75,21.55,CAD,1,
74-37,20.55,CAD,1,
37-74,20.55,CAD,1,
73-37,19.60,CAD,1,
37-73,19.60,CAD,1,
72-37,19.00,CAD,1,
37-72,19.00,CAD,1,
71-37,18.85,CAD,1,
37-71,18.85,CAD,1,
70-37,18.65,CAD,1,
37-70,18.65,CAD,1,
69-37,23.65,CAD,1,
37-69,23.65,CAD,1,
68-37,23.05,CAD,1,
37-68,23.05,CAD,1,
67-37,22.15,CAD,1,
37-67,22.15,CAD,1,
66-37,21.40,CAD,1,
37-66,21.40,CAD,1,
65-37,20.05,CAD,1,
37-65,20.05,CAD,1,
64-37,18.95,CAD,1,
37-64,18.95,CAD,1,
63-37,18.40,CAD,1,
37-63,18.40,CAD,1,
62-37,17.65,CAD,1,
37-62,17.65,CAD,1,
61-37,16.80,CAD,1,
37-61,16.80,CAD,1,
60-37,16.70,CAD,1,
37-60,16.70,CAD,1,
59-37,16.90,CAD,1,
37-59,16.90,CAD,1,
58-37,19.80,CAD,1,
37-58,19.80,CAD,1,
56-37,18.35,CAD,1,
37-56,18.35,CAD,1,
55-37,26.40,CAD,1,
37-55,26.40,CAD,1,
54-37,25.15,CAD,1,
37-54,25.15,CAD,1,
53-37,23.85,CAD,1,
37-53,23.85,CAD,1,
52-37,22.35,CAD,1,
37-52,22.35,CAD,1,
51-37,21.25,CAD,1,
37-51,21.25,CAD,1,
50-37,16.80,CAD,1,
37-50,16.80,CAD,1,
49-37,24.00,CAD,1,
37-49,24.00,CAD,1,
48-37,21.00,CAD,1,
37-48,21.00,CAD,1,
47-37,18.00,CAD,1,
37-47,18.00,CAD,1,
46-37,21.40,CAD,1,
37-46,21.40,CAD,1,
45-37,20.10,CAD,1,
37-45,20.10,CAD,1,
44-37,19.20,CAD,1,
37-44,19.20,CAD,1,
43-37,13.05,CAD,1,
37-43,13.05,CAD,1,
42-37,12.50,CAD,1,
37-42,12.50,CAD,1,
41-37,11.10,CAD,1,
37-41,11.10,CAD,1,
40-37,18.55,CAD,1,
37-40,18.55,CAD,1,
39-37,7.45,CAD,1,
37-39,7.45,CAD,1,
38-37,4.40,CAD,1,
37-38,4.40,CAD,1,
